Cycle	Now Cost	Average Cost	Number of Replication

0	557	557.0	436
1	198	377.5	312
2	155	303.3333333333333	308
3	97	251.75	212
4	108	223.0	284
5	684	299.8333333333333	692
6	285	297.7142857142857	584
7	182	283.25	508
8	181	271.8888888888889	496
9	163	261.0	496
10	644	295.8181818181818	956
11	340	299.5	780
12	276	297.6923076923077	732
13	244	293.85714285714283	740
14	236	290.0	720
15	763	319.5625	1128
16	335	320.47058823529414	928
17	291	318.8333333333333	836
18	273	316.42105263157896	864
19	241	312.65	732
20	674	329.85714285714283	1012
21	355	331.0	848
22	336	331.2173913043478	888
23	254	328.0	788
24	224	323.84	708
25	709	338.65384615384613	1124
26	341	338.74074074074076	856
27	316	337.92857142857144	888
28	263	335.3448275862069	784
29	269	333.1333333333333	812
30	679	344.2903225806452	1088
31	319	343.5	856
32	323	342.8787878787879	892
33	277	340.94117647058823	824
34	239	338.0285714285714	732
35	670	347.25	1080
36	334	346.8918918918919	892
37	297	345.57894736842104	848
38	251	343.15384615384613	788
39	223	340.15	740
40	746	350.0487804878049	1180
41	333	349.64285714285717	864
42	272	347.83720930232556	792
43	274	346.15909090909093	864
44	210	343.1333333333333	680
45	707	351.04347826086956	1068
46	346	350.93617021276594	852
47	245	348.7291666666667	712
48	266	347.0408163265306	784
49	246	345.02	784
50	613	350.27450980392155	1104
51	291	349.13461538461536	796
52	264	347.52830188679246	768
53	232	345.3888888888889	740
54	222	343.1454545454545	684
55	649	348.60714285714283	992
56	277	347.35087719298247	748
57	273	346.0689655172414	792
58	275	344.864406779661	764
59	242	343.15	760
60	695	348.91803278688525	968
61	319	348.43548387096774	796
62	334	348.2063492063492	864
63	240	346.515625	744
64	234	344.7846153846154	736
65	502	347.1666666666667	912
66	285	346.23880597014926	732
67	268	345.0882352941176	684
68	209	343.1159420289855	648
69	206	341.15714285714284	640
70	443	342.59154929577466	892
71	338	342.52777777777777	872
72	259	341.3835616438356	740
73	237	339.97297297297297	680
74	207	338.2	608
75	596	341.5921052631579	884
76	315	341.24675324675326	728
77	267	340.29487179487177	704
78	242	339.0506329113924	688
79	180	337.0625	552
80	671	341.18518518518516	780
81	334	341.0975609756098	752
82	296	340.5542168674699	764
83	231	339.25	660
84	230	337.9647058823529	632
85	631	341.3720930232558	912
86	318	341.1034482758621	696
87	254	340.1136363636364	640
